ID,Acidez,Azucar,Alcohol,pH,Densidad,Sulfatos,Variedad
1,7.124178538252808,1.8313137412277083,13.01948801633118,3.164007789580265,0.9910416515243095,0.7410951252187612,Tinto
2,6.941465760762705,2.439694630676466,12.833746905008693,3.21620419846974,0.9947124800571416,0.6890164056081244,Tinto
3,8.818309406143385,3.1682353579104703,14.26815243563873,3.0308229294790987,0.9880501093776781,0.89702373219691,Reserva
4,6.760318322266529,4.2143736601432495,11.55130149672338,3.3010501920816377,0.9979755064543062,0.6116024968678818,Rosado
5,6.52167993883555,1.8198083930243585,13.109668891323212,3.2165631715701783,0.995129287311628,0.6735119898116481,Tinto
6,6.30367160078456,4.907104645789514,11.739342204269832,3.2496991309250145,0.9968725508943921,0.5990491896048655,Rosado
7,8.820618103810796,3.0174626155338,14.69541737539174,2.9842348145370017,0.9907315103883403,0.9221909714073114,Reserva
8,6.402558265254897,4.884297560320509,11.98311107963004,3.316208317624422,0.9966456765769758,0.5640777889373781,Rosado
9,7.060490567891509,2.1127094055037015,13.165305515283528,3.1845393812074394,0.9919283479217801,0.7164375554829842,Tinto
10,6.796504204036339,4.892189856262982,12.04762490469641,3.3395831346981466,0.9984899331422175,0.5855670680539931,Rosado
11,6.041034462205141,4.7544644714893245,11.63194568794091,3.334097648564748,0.9962054912570283,0.5275957829251338,Rosado
12,6.515525868565818,4.737563324892817,11.835198214992635,3.3048497982496357,0.9977058852369958,0.6155453782799002,Rosado
13,8.485710610895929,2.73484276913966,14.84066969205418,3.023214000954773,0.9887705271170661,0.9633455574593311,Reserva
14,7.380757464102007,1.7275927773436368,12.88268672131323,3.217180914478423,0.9896075867518387,0.7045880388267751,Tinto
15,6.249945780710302,4.623190572916736,11.622528583349252,3.259088965838326,0.997357228316694,0.6428829811601009,Rosado
16,5.424486726530661,8.269831125132734,10.820838293280831,3.3838969241897163,1.002639950556843,0.525871719306158,Blanco
17,6.882631403516262,1.572575544135963,12.80154418533047,3.230583814442044,0.9927232720500953,0.6740864890863176,Tinto
18,7.394803203876847,1.9322671098540394,13.262659078501425,3.180745885979184,0.9918559797568394,0.7178556285755873,Tinto
